,Chromosome,TSS,TTS,Description,PromLenJing,PromTypes,name,PromLenSagie,opn_score
5475,15.0,860258.0,855147.0,Catalytic subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p,834.0,1.0,SNF2,492.0,-2.334697921178927
5476,15.0,861175.0,865593.0,"Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9), mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome",938.0,1.0,YPK9,492.0,-0.8209405026516956
5477,15.0,866582.0,865653.0,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YOR292C is not an essential gene,,,YOR292C,445.0,
5478,15.0,867098.0,867852.0,Protein component of the small (40S) ribosomal subunit; nearly identical to Rps10Bp and has similarity to rat ribosomal protein S10,1200.0,1.0,RPS10A,445.0,-0.4284382161171045
5479,15.0,868340.0,868951.0,Essential protein that binds ribosomal protein L11 and is required for nuclear export of the 60S pre-ribosomal subunit during ribosome biogenesis; mouse homolog shows altered expression in Huntington's disease model mice,742.0,2.0,RRS1,305.0,-0.6392517470710217
5480,15.0,869208.0,869894.0,"Subunit of UAF (upstream activation factor), which is an RNA polymerase I specific transcription stimulatory factor composed of Uaf30p, Rrn5p, Rrn9p, Rrn10p, histones H3 and H4; deletion decreases cellular growth rate",777.0,2.0,UAF30,31.0,-0.373768794272558
5481,15.0,870202.0,874071.0,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; expressed during copper starvation; YOR296W is not an essential gene,,,YOR296W,4.0,
5482,15.0,875321.0,874743.0,Component of the mitochondrial TIM22 complex involved in insertion of polytopic proteins into the inner membrane; may mediate assembly or stability of the complex,726.0,2.0,TIM18,700.0,-1.494373590585262
5483,15.0,875599.0,877038.0,Protein of unknown function involved in the organization of the outer spore wall layers; has similarity to the tafazzins superfamily of acyltransferases,700.0,2.0,MUM3,,
5484,15.0,878435.0,880675.0,"Member of the ChAPs family of proteins (Chs5p-Arf1p-binding proteins: Bch1p, Bch2p, Bud7p, Chs6p), that forms the exomer complex with Chs5p to mediate export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane",787.0,1.0,BUD7,21.0,-1.0684025863524456
5485,15.0,880575.0,880883.0,"Dubious open reading frame, unlikely to encode a protein; overlaps with verified gene BUD7/YOR299W; mutation affects bipolar budding and bud site selection, though phenotype could be due to the mutation's effects on BUD7",,,YOR300W,588.0,
5486,15.0,880965.0,882272.0,Protein involved in bud site selection during bipolar budding; localization requires Rax2p; has similarity to members of the insulin-related peptide superfamily,718.0,2.0,RAX1,44.0,-1.5478335098485418
5487,15.0,882765.0,882842.0,"CPA1 uORF, Arginine attenuator peptide, regulates translation of the CPA1 mRNA",,,YOR302W,85.0,1.561066349009236
5488,15.0,882899.0,884134.0,"Small subunit of carbamoyl phosphate synthetase, which catalyzes a step in the synthesis of citrulline, an arginine precursor; translationally regulated by an attenuator peptide encoded by YOR302W within the CPA1 mRNA 5'-leader",930.0,2.0,CPA1,85.0,1.5486257685208455
5489,15.0,884514.0,887876.0,"ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that, with Itc1p, forms a complex required for repression of a-specific genes, INO1, and early meiotic genes during mitotic growth",870.0,2.0,ISW2,131.0,-1.2588298687618646
5490,15.0,889022.0,889750.0,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); YOR305W is not an essential gene,765.0,2.0,RRG7,203.0,-1.7760525623226746
5491,15.0,891432.0,889867.0,"Plasma membrane riboflavin transporter; facilitates the uptake of vitamin B2; required for FAD-dependent processes; sequence similarity to mammalian monocarboxylate permeases, however mutants are not deficient in monocarboxylate transport",1200.0,1.0,MCH5,700.0,0.4753434465505881
5492,15.0,894092.0,892731.0,Protein involved in ER-to-Golgi transport,881.0,2.0,SLY41,176.0,-1.9435806936088484
5493,15.0,896387.0,894624.0,Component of the U4/U6.U5 snRNP complex involved in pre-mRNA splicing via spliceosome; also required for pre-5S rRNA processing and may act in concert with Rnh70p; has homology to human SART-1,724.0,2.0,SNU66,157.0,-0.7487108911596287
5494,15.0,897078.0,896698.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene NOP58",,,YOR309C,456.0,
5495,15.0,898360.0,896825.0,"Protein involved in pre-rRNA processing, 18S rRNA synthesis, and snoRNA synthesis; component of the small subunit processome complex, which is required for processing of pre-18S rRNA",733.0,1.0,NOP58,456.0,-2.3665263531875818
5496,15.0,899928.0,899056.0,"Diacylglycerol kinase, localized to the endoplasmic reticulum (ER); overproduction induces enlargement of ER-like membrane structures and suppresses a temperature-sensitive sly1 mutation; contains a CTP transferase domain",747.0,2.0,DGK1,189.0,-0.9878324614336496
5497,15.0,901194.0,900250.0,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl20Ap and has similarity to rat L18a ribosomal protein",770.0,1.0,RPL20B,426.0,-0.5193940072980077
5498,15.0,902874.0,901858.0,Protein whose expression is induced during sporulation; not required for sporulation; heterologous expression in E. coli induces the SOS response that senses DNA damage,943.0,1.0,SPS4,700.0,
5499,15.0,903043.0,903372.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",,,YOR314W,,
5500,15.0,904760.0,905800.0,"Nuclear protein, putative transcription factor required for growth of superficial pseudohyphae (which do not invade the agar substrate) but not for invasive pseudohyphal growth; may act together with Phd1p; potential Cdc28p substrate",943.0,1.0,SFG1,700.0,0.4681577541761319
5501,15.0,907555.0,906236.0,Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium,846.0,1.0,COT1,464.0,-1.0134549168407787
5502,15.0,909343.0,911445.0,"Long chain fatty acyl-CoA synthetase, activates imported fatty acids with a preference for C12:0-C16:0 chain lengths; functions in long chain fatty acid import; accounts for most acyl-CoA synthetase activity; localized to lipid particles",799.0,1.0,FAA1,700.0,0.8478442891942013
5503,15.0,912436.0,911784.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo",,,YOR318C,259.0,
5504,15.0,912822.0,913463.0,U2-snRNP associated splicing factor with similarity to the mammalian splicing factor SAP49; proposed to function as a U2-snRNP assembly factor along with Hsh155p and binding partner Cus1p; contains two RNA recognition motifs (RRM),1200.0,1.0,HSH49,259.0,-1.3911066033179225
5505,15.0,915094.0,913619.0,N-acetylglucosaminyltransferase capable of modification of N-linked glycans in the Golgi apparatus,809.0,1.0,GNT1,700.0,-0.85004151601618
5506,15.0,916030.0,918291.0,"Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt5p, can instead interact with Pmt1p in some conditions; target for new antifungals",752.0,1.0,PMT3,700.0,-0.7219977445076831
5507,15.0,921062.0,918606.0,Protein involved in regulating the endocytosis of plasma membrane proteins by recruiting the ubiquitin ligase Rsp5p to its target; localization changes in response to nutrient levels; null mutant has reduced affinity for alcian blue dye,938.0,2.0,LDB19,147.0,-2.117790113183192
5508,15.0,922905.0,921535.0,"Gamma-glutamyl phosphate reductase, catalyzes the second step in proline biosynthesis",719.0,2.0,PRO2,173.0,-1.4959116290545769
5509,15.0,925040.0,923232.0,"Tail-anchored ER membrane protein that is a substrate of the phosphatase calcineurin; interacts with homolog Frt2p; promotes cell growth in stress conditions, possibly via a role in posttranslational translocation",847.0,2.0,FRT1,342.0,-0.7557969079579214
5510,15.0,924577.0,925050.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF FRT1",,,YOR325W,700.0,
5511,15.0,925721.0,930445.0,"One of two type V myosin motors (along with MYO4) involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles, the vacuole, late Golgi elements, peroxisomes, and the mitotic spindle",895.0,2.0,MYO2,342.0,-1.717847675291039
5512,15.0,931081.0,930734.0,Vesicle membrane receptor protein (v-SNARE) involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins,786.0,1.0,SNC2,700.0,-0.3821998457470705
5513,15.0,931803.0,936497.0,"ATP-binding cassette (ABC) transporter, multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p",700.0,1.0,PDR10,700.0,-0.3871237177151938
5514,15.0,939349.0,936731.0,Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency,805.0,2.0,SCD5,144.0,-2.293173370892318
5515,15.0,943385.0,939621.0,"Catalytic subunit of the mitochondrial DNA polymerase; conserved C-terminal segment is required for the maintenance of mitochondrial genome; related to human POLG, which has been associated with mitochondrial diseases",746.0,2.0,MIP1,191.0,-3.6167274539703302
5516,15.0,944122.0,943565.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; open reading frame overlaps the verified gene VMA4/YOR332W",,,YOR331C,,
5517,15.0,943656.0,944357.0,"Subunit E of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throughout the endomembrane system; required for the V1 domain to assemble onto the vacuolar membrane",732.0,2.0,VMA4,191.0,-2.416624771533966
5518,15.0,944957.0,944541.0,"Dubious open reading frame, unlikely to encode a functional protein; overlaps 5' end of MRS2 gene required for respiratory growth",,,YOR333C,700.0,
5519,15.0,944596.0,946008.0,"Mitochondrial inner membrane Mg(2+) channel, required for maintenance of intramitochondrial Mg(2+) concentrations at the correct level to support splicing of group II introns",722.0,2.0,MRS2,67.0,-1.3882332400425312
5520,15.0,949109.0,946233.0,"Cytoplasmic and mitochondrial alanyl-tRNA synthetase, required for protein synthesis; point mutation (cdc64-1 allele) causes cell cycle arrest at G1; lethality of null mutation is functionally complemented by human homolog",812.0,1.0,ALA1,532.0,-2.0769152231585863
5521,15.0,949773.0,953870.0,"Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects",728.0,1.0,KRE5,532.0,-1.0541052700079332
5522,15.0,954344.0,956623.0,Ty1 enhancer activator required for full levels of Ty enhancer-mediated transcription; C6 zinc cluster DNA-binding protein,753.0,2.0,TEA1,259.0,-0.1967414797804192
5523,15.0,956898.0,957989.0,Putative protein of unknown function; YOR338W transcription is regulated by Azf1p and its transcript is a specific target of the G protein effector Scp160p; identified as being required for sporulation in a high-throughput mutant screen,,,YOR338W,700.0,
5524,15.0,958832.0,958362.0,"Ubiquitin-conjugating enzyme most similar in sequence to Xenopus ubiquitin-conjugating enzyme E2-C, but not a true functional homolog of this E2; unlike E2-C, not required for the degradation of mitotic cyclin Clb2",743.0,2.0,UBC11,664.0,0.0367291440833419
5525,15.0,960182.0,959202.0,RNA polymerase I subunit A43,753.0,1.0,RPA43,659.0,-1.857422218373132
5526,15.0,960987.0,965981.0,RNA polymerase I largest subunit A190,821.0,1.0,RPA190,659.0,-1.903082827698091
5527,15.0,967625.0,966666.0,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus,1200.0,1.0,YOR342C,700.0,1.0324993525378163
5528,15.0,968474.0,968148.0,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",,,YOR343C,700.0,
5529,15.0,978069.0,977194.0,Serine-rich protein that contains a basic-helix-loop-helix (bHLH) DNA binding motif; binds E-boxes of glycolytic genes and contributes to their activation; may function as a transcriptional activator in Ty1-mediated gene expression,1200.0,1.0,TYE7,700.0,1.2644648985585727
5530,15.0,982162.0,981812.0,"Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene REV1; null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2",,,YOR345C,,
5531,15.0,981828.0,984785.0,"Deoxycytidyl transferase, forms a complex with the subunits of DNA polymerase zeta, Rev3p and Rev7p; involved in repair of abasic sites in damaged DNA",872.0,1.0,REV1,700.0,-1.445096111754209
